time,ang,vel,acc,x,y,yaw,carv,alHori,roll
7.63,0.382219894,7.924633348,9.346915311,86.2420954,-10.02063372,0.033255879,13.83334028,1.859812807,0.011542767
7.64,0.383446158,8.01753117,9.248318473,86.38031394,-10.0152466,0.034557298,13.83150908,1.869665778,0.011637686
7.65,0.384672422,8.109289079,9.123985563,86.51850687,-10.00967355,0.035868258,13.82969287,1.878657375,0.011727046
7.66,0.385898686,8.199649346,8.974027023,86.65667405,-10.0039137,0.037187906,13.82789168,1.887026725,0.011810516
7.67,0.38712495,8.288362165,8.799637921,86.79481534,-9.997966245,0.038515415,13.82610549,1.894947183,0.011887873
7.68,0.388351214,8.375194021,8.602694856,86.93293059,-9.991830418,0.039849997,13.82433426,1.902534055,0.011959028
7.69,0.389577479,8.459933945,8.385678557,87.07101967,-9.985505484,0.041190923,13.8225779,1.90986505,0.012024032
7.7,0.386805423,8.543068186,8.319507813,87.20908243,-9.978990758,0.042537501,13.8208375,1.914715593,0.012083023
7.71,0.384033367,8.627509498,8.536863817,87.34711876,-9.972285815,0.04388891,13.81911551,1.915378753,0.012135858
7.72,0.381261311,8.714418952,8.792906717,87.48512858,-9.965390625,0.045244129,13.81741259,1.912840854,0.012181918
7.73,0.378489255,8.726646,5.33E-12,87.62311183,-9.958305475,0.046601988,13.81572911,1.907808879,0.012220267
7.74,0.375717199,8.726646,-5.33E-12,87.76106848,-9.951030906,0.047961218,13.81406524,1.900788591,0.012249808
7.75,0.372945143,8.726646,0,87.8989985,-9.943567652,0.049320498,13.81242095,1.89240044,0.012269442
7.76,0.370173087,8.726646,0,88.03690186,-9.935916584,0.050678491,13.81079615,1.883098317,0.012278224
7.77,0.367401031,8.726646,5.33E-12,88.17477857,-9.928078663,0.052033888,13.80919067,1.873221124,0.012275477
7.78,0.364628975,8.726646,-5.33E-12,88.31262861,-9.920054904,0.053385432,13.80760432,1.86297642,0.012260856
7.79,0.361856919,8.726646,0,88.45045197,-9.911846355,0.054731947,13.80603683,1.852512851,0.01223435
7.8,0.355997045,8.726646,0,88.58824868,-9.903454098,0.056072331,13.8044887,1.840099644,0.012196224
7.81,0.350137171,8.726646,5.33E-12,88.72601876,-9.89487942,0.057405433,13.80296134,1.824392524,0.012146711
7.82,0.344277296,8.726646,-5.33E-12,88.86376227,-9.886123914,0.058729999,13.80145503,1.80604129,0.012085834
7.83,0.338417422,8.726646,0,89.00147931,-9.877189432,0.060044712,13.79996985,1.785608575,0.012013467
7.84,0.332557548,8.726646,0,89.13916999,-9.86807803,0.06134824,13.79850576,1.763564155,0.01192944
7.85,0.326697673,8.726646,5.33E-12,89.27683443,-9.858791922,0.062639267,13.7970626,1.740284446,0.011833639
